title,postexcerpt
"Profile | Duane Ratliff, Director of Operations, Center for the Advancement of Science in Space","The way Duane Ratliff sees it, NASA and the nonprofit agency it hired to manage the U.S. National Laboratory portion of the international space station (ISS) have just a few years to prove the value of the taxpayers’ $100 billion investment in the orbital outpost for funding to be continued beyond 2020."
Astrium Receives $17M To Study Evolution of European Space Cargo Hauler,"PARIS — Astrium Space Transportation will study two possible evolutions of Europe’s Automated Transfer Vehicle (ATV) cargo carrier, including one that would perform active removal of debris from low Earth orbit, under contracts with the European Space Agency (ESA) that were announced June 21."
U.K. Space Agency To Build 4 Solar Orbiter Instruments,"PARIS — The U.K. Space Agency will invest 11.5 million British pounds ($18 million) to develop four of the 10 scientific instruments to fly aboard Europe’s Solar Orbiter mission in 2017, the agency announced June 19."
ESA Panel Gives Final Approval for Euclid Space Telescope,"PARIS — European scientists gave final approval June 20 to the construction of a billion-dollar space telescope to study the expansion of the universe, a project that has brought together some 1,000 scientists in Europe plus several dozen more expected from the United States."
NASA Launches NuSTAR Space Telescope To Hunt for Black Holes,"NEW YORK — NASA’s newest space telescope, an ambitious X-ray observatory, launched into orbit June 13 on a mission to peer deep into the universe and study the violent regions around black holes."
Space Expedition Corp. Named XCOR Sales Agent,"XCOR Aerospace of Mojave, Calif., said June 7 it had picked New York-based Space Expedition Corp. to find and train passengers for $95,000-a-seat flights on XCOR’s Lynx suborbital rocket plane."
NASA NuSTAR X-ray Space Telescope Set for June 13 Launch,"WASHINGTON — NASA’s Nuclear Spectroscopic Telescope Array (NuSTAR) spacecraft, one of only two U.S. astrophysics missions launching ahead of the long-delayed James Webb Space Telescope, has been mated to an air-launched Pegasus XL rocket awaiting integration with the carrier plane that will take it from California to an equatorial launch range in the Pacific Ocean for a June 13 launch."
U.S. Air Force Space Plane Landing Targeted for June,"WASHINGTON — The U.S. Air Force has started preparing for the landing of its second unmanned X-37B space plane, which is expected to return in early to mid-June after more than a year on orbit, the service said in a press release May 30."
Space Shuttle Replica Explorer Sets Sail for Houston on Open-air Barge,"A full-size replica of the space shuttle departed NASA’s Florida spaceport for the agency’s Texas space center early May 24, riding atop an open-air barge."
"Craig Cooning, Vice President and General Manager, Boeing Space and Intelligence Systems; Chairman and Chief Executive, Boeing Satellite Systems International","With U.S. government spending expected to decline — not even taking into account the looming possibility of a massive, 10-year defense budget cut known as sequestration — Boeing Space and Intelligence Systems is looking to increase the percentage of commercial business in its portfolio."
European Space Agency Declares Envisat Satellite Lost,"PARIS — The European Space Agency (ESA) declared May 9 that its huge Envisat Earth observation satellite is definitively lost and that while teams will continue until July to try to revive it, the chances of resuscitation are “extremely low.”"
"U.S., Japan To Explore Space Surveillance Data Sharing","WASHINGTON — The United States and Japan will jointly develop a framework for sharing space surveillance data as part of expanded space-related ties between the countries, the White House announced April 30."
KSC Revamp Opens Door for State-backed Space Initiatives,"CAPE CANAVERAL, Fla. — By May 1, the security fence around Kennedy Space Center (KSC) will be repositioned, opening access to a 9,000-square-meter space research laboratory owned and operated not by NASA, but by the state of Florida."
Orion Work Helps Boost Lockheed Space Numbers,"PARIS — Lockheed Martin Space Systems on April 26 reported modest increases in revenue and profit for the three months ending March 25, saying sales from work on NASA’s Orion Multi-Purpose Crew Vehicle more than overcame the drop in space shuttle revenue after the vehicle’s retirement."
PWR Reducing Manufacturing Space by More than Half,"COLORADO, SPRINGS, Colo. — With business volume down sharply following the retirement of NASA’s space shuttle fleet, liquid propulsion provider Pratt & Whitney Rocketdyne (PWR) is reducing its production footprint by more than half, mostly in California, company officials said."
"Asteroid Mining Venture To Start with Small, Cheap Space Telescopes","WASHINGTON — Planetary Resources, a billionaire-backed company that aims to mine asteroids for water and precious metals, says it will set the stage for this ambitious endeavor by building and launching a series of small, low-cost space telescopes, the first of which it intends to launch in 18-24 months."
Space Shuttle Discovery Goes to Washington,"CHANTILLY, Va. — NASA delivered the Space Shuttle Discovery to the Smithsonian National Air and Space Museum’s Steven F. Udvar-Hazy Center here April 19 during a public ceremony to hand over its longest-serving crewed spacecraft."
"Lt. Gen. Ellen M. Pawlikowski, Commander, U.S. Air Force Space and Missile Systems Center","The challenges that face Lt. Gen. Ellen Pawlikowski, who took the helm at the Air Force Space and Missile Systems Center (SMC) in June, are significantly different from those of her predecessors. Since 2007, the Air Force has completed development, construction and the initial launch of the Wideband Global Satcom (WGS) communications system, Space Based Infrared System (SBIRS) geostationary missile warning system and Advanced Extremely High Frequency (AEHF) secure communications system. Now, instead of focusing primarily on developing new, state-of-the-art spacecraft, Pawlikowski and SMC’s 5,000 employees are seeking ways to reduce the cost of building and flying the remaining satellites in those constellations."
Orbital’s Space Station Cargo Launcher Encounters Additional Delays,"PARIS — The first flight of Orbital Sciences’ Antares rocket with the Cygnus space station cargo freighter has slipped again and is not likely to occur before October or November, Orbital Sciences Chief Executive David W. Thompson said April 20."
Israel’s Spacecom Eyes Space Systems/Loral for Amos 6,"TEL AVIV, Israel — Israel’s Spacecom, owner and operator of the Amos communications satellite fleet, is likely to select Space Systems/Loral over state-owned Israel Aerospace Industries Ltd. (IAI) to build its newest Amos 6 satellite, industry sources here say."
"Need for Space ‘Rules of Road’ Grows Along with Orbital Congestion, Rose Says","COLORADO SPRINGS, Colo. — The future ability of nations and companies to utilize space will be at grave risk in the absence of multinational cooperation and the establishment of “rules of the road” governing activities in the increasingly crowded orbital environment, a senior U.S. State Department official warned."
More Emerging Nations Embracing Space Applications,"Colorado Springs, Colo. — While much of the U.S. space industry reels from federal budget cuts and frets about the future of manned missions, overseas markets are expanding as more nations embrace space for communications, environmental monitoring, resource management and disaster response, according to members of an April 17 panel discussing space applications in emerging nations."
CASIS To Solicit Space Station Science Proposals in June,"COLORADO SPRINGS, Colo. — The Florida-based Center for the Advancement of Science in Space (CASIS), the nonprofit selected last year to manage non-NASA science activities aboard the international space station (ISS), said it will solicit research proposals in June from the science community."
Tyson: ‘We Need New Arguments’ To Win Support for Space,"COLORADO SPRINGS, Colo. — By doubling its investment in NASA, the U.S. government could recapture the public’s Apollo-era fascination with space travel while spurring new inventions that energize the economy, celebrity astrophysicist Neil deGrasse Tyson said April 17."
SpaceX On Track for April 30 Launch to Space Station,"Cape Canaveral, Fla — Pending a final software review next week, Space Exploration Technologies was cleared April 16 for a test flight to the international space station, a critical milestone for NASA’s lower-cost and controversial plan to purchase flight services for cargo and eventually for crew, rather than developing and operating its own spaceships."
"Joanne Maguire, Executive Vice President, Lockheed Martin Space Systems",Lockheed Martin is perhaps better positioned than its competitors to weather the downturn in U.S. government space spending by virtue of having won nearly all of the major space-system development contracts awarded in recent years.
"NanoRacks, Astrium NA Working on External Space Station Platform","SAN FRANCISCO — NanoRacks and Astrium North America plan to build the first commercial platform designed to be mounted on the exterior of the international space station to allow customers to test research payloads, sensors and electronic components in space."
U.K. Investing in Four Early Stage Space Projects,"PARIS — The British government is investing in a new telecommunications satellite platform, a ruggedized Ka-band satellite communications terminal, a satellite system to measure terrestrial carbon levels and a low-cost space-based radar sensor  under financing announced April 11 by the U.K. Space Agency."
"Profile: Robert Cabana, Director, Kennedy Space Center","Former astronaut Robert Cabana, a retired U.S. Marine colonel, is on a mission, one he never would have imagined when he signed up to become a NASA space shuttle pilot in 1985. As director of the Kennedy Space Center (KSC), Cabana, 63, is overseeing the transformation of the Florida spaceport, which has spent the last three decades focused almost exclusively on processing the space shuttles and its payloads for flight. The new vision is to turn KSC into a multiuser business, research, test and operations center. Future NASA programs — namely, the Space Launch System heavy-lift rocket and Orion Multi-Purpose Crew Vehicle — will be a big part of KSC’s mandate, but they are by no means the only ones. Under Cabana’s leadership, KSC is working to open its gates to a variety of commercial companies, educational institutes and other government agencies."
NASA Five-rocket Barrage Creates Glowing Clouds at Edge of Space,"NEW YORK — NASA launched a barrage of small rockets early March 27, with five rockets blasting off within five minutes to create glowing clouds at the edge of space that wowed skywatchers all along the East Coast."
Rep. Costello Will Remain Top Dem on Space Panel,"Democrats on the U.S. House Science, Space and Technology Committee selected Rep. Jerry Costello (D-Ill.) March 28 to serve as ranking member on the space and aeronautics subcommittee."
"Profile: Paul Damphousse, Executive Director, National Space Society","Paul Damphousse had been a U.S. Marine for 22 years when he retired as a lieutenant colonel in December to become a full-time space civilian. When he took the reins of the National Space Society Jan. 1, Damphousse had been a member of the Washington-based advocacy group for 13 years and sat on its board for two. He has known for a long time that he wanted to be involved with space."
Third European Cargo Tug Docks with International Space Station,"PARIS — Europe’s 20,000-kilogram ATV-3 cargo freighter on March 29 successfully concluded an automatic docking with the international space station, where it will supply food, water, fuel and other supplies during a five-month visit."
Space Station’s Future Rides on Commercial Cargo Haulers,"CAPE CANAVERAL, Fla. —  In the near-term, NASA is on track to make good use of the international space station, but problems loom if the commercial companies hired for cargo runs do not come through, members of a congressional oversight committee warned March 28."
Space Scientists Urged To Fight NASA Planetary Cuts,Space scientists angry over a White House proposal to cut NASA’s planetary science budget by 20 percent next year are being urged to present a unified front to policymakers in Washington.
India Expects To Increase Space Spending in Year Ahead,"BANGALORE, India — India expects to spend 67 billion rupees ($1.3 billion) on government space activities in the coming budget year — about 50 percent more than it ended up spending during the preceding 12 months, according to Indian Space Research Organisation (ISRO) spokesman S. Satish."
Europe’s ATV Poised To Launch to Space Station,A robotic European cargo ship is poised to launch to the international space station after a minor packing glitch forced officials to delay an earlier liftoff.
"Lawmakers Question Proposed Cancellation of Space Test Program, ORS","WASHINGTON — The U.S. Air Force’s proposal to cancel a decades-old program that finds rides to orbit for promising space technologies was a product of the final deliberations on the Pentagon’s 2013 budget request and was not widely coordinated with the affected government organizations, a top service official told lawmakers March 8."
"Jeanne Becker, Director, Center for the Advancement of Science in Space",The international space station (ISS) has long been pitched as a destination for the private sector’s science experiments.
GMV Lands Thor 7 Contract from Space Systems/Loral,"Satellite ground system provider GMV of Spain said Feb. 17 it received a $1 million to $1.5 million contract from Palo Alto, Calif.-based Space Systems/Loral to provide the flight dynamics system and payload transponder management system for the Thor 7 satellite Loral is building Telenor Satellite Broadcasting of Norway."
U.S. Stratcom Exploring Combined Space Operations,"ORLANDO, Fla. — U.S. Strategic Command (Stratcom) entered a “discovery period” around the first of the year to talk with U.S. allies and develop concepts for a combined space operations center, according to the Stratcom commander."
"Jay Hennig, President, Moog Space and Defense Group",Moog Space and Defense Group isn’t the most widely recognized name in the industry but its presence is far reaching.
U.S. Military Space Spending To Decline 22 Percent in 2013,"WASHINGTON — Funding for unclassified U.S. military space programs and activity would decline by 22 percent, to $8 billion, under the 2013 Pentagon spending request released by the White House Feb. 13."
U.S. Officials Clarify Stance on Proposed EU Space Code,"HERZLIYA, Israel — The lead U.S. negotiator on space policy and the Pentagon’s principal steward of space assets validated a draft European Union (EU) space code as a good starting point toward an international set of rules governing responsible space behavior."
Space Systems/Loral Wins $668M Contract To Build 2 Ka-band Satellites for Australia’s NBN,PARIS — Australia’s NBN Co. said Feb. 8 it had contracted with Space Systems/Loral to build two high-power Ka-band broadband satellites as part of Australia’s multibillion-dollar program to provide broadband access to its entire population.
Turkey’s Space Roadmap Calls for 17 Satellites in Orbit by 2020,"ANKARA, Turkey — The Turkish government has devised an ambitious roadmap for the country’s multiple satellite programs until 2020, having recently set up an office that will become a national space agency."
Space Notables Endorse Presidential Candidate Mitt Romney,"WASHINGTON — Republican presidential candidate Mitt Romney received the endorsement of former NASA Administrator Mike Griffin and seven other space notables Jan. 27, four days before winning a Florida primary contest that shined a fleeting spotlight on U.S. space policy."
"U.S. Air Force Gen. William L. Shelton, Commander, Air Force Space Command",The rollout of the new U.S. Defense Strategic Guidance Jan. 5 brought a tidbit of encouraging news to a space industry on edge over looming cutbacks in military spending: Space will continue to see investment because of its qualities as a force multiplier.
Spotlight: Silicon Valley Space Center,"SAN FRANCISCO — In Silicon Valley, where entrepreneurs and computer programmers can strike it rich working for social networking companies, a group of aerospace enthusiasts is trying to convince young people that exciting opportunities can be found in the fledgling commercial space industry, often referred to as NewSpace."
Candidate Gingrich Promises Space Coast Voters the Moon,"COCOA, Fla. — Former Speaker of the House Newt Gingrich staked out new ground in his quest to win the Republican U.S. presidential nomination with a plan to win the hearts and votes of space enthusiasts dispirited by the lull in U.S. human spaceflight and what some perceive as lackluster plans for future exploration."
Japanese Space Spending Dropping Slightly for 2012,"Japan’s general space activities budget for 2012 has been set at 296.9 billion yen ($3.85 billion), down slightly from the current 300.9 billion yen, according to figures released Jan. 19 by the Strategic Headquarters for Space Policy (SHSP)."
Clinton: U.S. Will Help Draft a Code of Conduct for Space,U.S. Secretary of State Hillary Clinton said Jan. 17 the United States will join Europe and other nations in developing an international code of conduct for space operations so long as the resulting text does not restrict “our national security-related activities in space.”
"Eddie Kato, Chief Executive, Thales Alenia Space North America Inc.","Thales Alenia Space North America Inc. (TASNA), an arm of the Franco-Italian space hardware manufacturer Thales Alenia Space, is still a small operation focused on providing U.S.-based marketing and technical services, primarily on behalf of its parent company."
French Space Agency Sends Mixed Signals on ExoMars,"PARIS — The French space agency, CNES, on Jan. 19 sent mixed signals over whether it still supports a planned European Mars exploration program being planned with the United States and Russia for 2016 and 2018, and expressed strong opinions on future use of the international space station."
U.S. Endorses Idea of Space Code of Conduct – with National Security Caveat,PARIS — U.S. Secretary of State Hillary Clinton on Jan. 17 said the United States will join Europe and other nations in developing an international code of conduct for space operations so long as the resulting text does not restrict “our national security-related activities in space.”
Marine Takes Helm of National Space Society,"The National Space Society announced Jan. 9 that retired U.S. Marine Corps Lt. Col. Paul Damphousse has been named executive director of the 25-year-old, Washington-based advocacy organization."
U.S. Wants Changes to EU Space Code of Conduct,"The United States will not adopt the European Union’s proposed “code of conduct” for space activity as currently drafted on the grounds that it is too restrictive, according to U.S. government officials."
European Space Agency Members Approve Flat 2012 Budget,"PARIS — The European Space Agency (ESA) will have 4 billion euros ($5.2 billion) to spend in 2012, essentially flat from 2011 as a decline in contributions from its member governments is offset by increased payments from the European Union’s executive commission, ESA officials announced Jan. 10."
Sources: United Space Alliance Directed To Stop Pursuing New Business,"WASHINGTON — United Space Alliance (USA), the Boeing-Lockheed Martin joint venture created in 1995 to operate NASA’s now-retired space shuttle, has been barred by its corporate parents from pursuing any new business, according to industry sources."
"China Outlines Space Priorities: Debris Mitigation, New Rockets","PARIS — The Chinese government issued a broad statement Dec. 29 on its five-year space program, saying top priorities include developing three new launch vehicles — including a rapid-response launch system — and mitigating its contribution to space debris."
AIA Forecasts a Small Drop in U.S. Space Sales in 2012,"U.S. space sales rose 2.4 percent to $46.4 billion in 2011 despite the retirement of NASA’s space shuttle fleet but are expected to dip slightly in 2012, Aerospace Industry Association (AIA) President Marion Blakey said Dec. 14 during the Arlington, Va.-based trade group’s annual year-end review and forecast lunch."
Last Space Shuttle Commander Leaving NASA for Industry Job,"The last astronaut to command a space shuttle mission is leaving NASA for the private sector, the U.S. space agency announced Dec. 5"
"Profile | Stephen E. Smith, Co-Chairman, Space Law Practice Group, Sherman & Howard","Disputes occur in any business, but space activity introduces a number of complicating factors. In addition to the huge sums of money involved, options for fixing technical problems once a satellite launcher ignites are necessarily limited. When things go wrong, international law and treaties often come into play, as does arbitration, a process that isn’t always as well understood as it could be."
Pared Funding for Space Taxis Ups Ante for SpaceX Test Flight,"CAPE CANAVERAL, FLA. —Space E xploration Technologies (SpaceX) is counting on a successful trial run to the international space station early next year to clinch a tightening competition to develop a commercial space taxi for NASA."
"Henry Vanderbilt, Founder, Space Access Society","Although he is a descendant of one of the 19th century’s richest men — shipping and railroad tycoon Cornelius Vanderbilt — Detroit native Henry Vanderbilt did not have a trust fund to fall back on when he dropped out of the University of Massachusetts in the mid-1970s. Instead, he performed a variety of jobs, including driving a cab, grinding brake shoes, developing optical missile-tracking technology, building surgical lasers, overseeing computer programs for the space advocacy group the L5 Society, and writing computer gaming software."
Boeing Tapping Heritage Programs for Space Taxi Design,"COCOA BEACH, Fla. — From pressure seals used on the international space station to rendezvous and docking sensors developed for the Pentagon’s Orbital Express experiment, Boeing is drawing heavily on heritage space and aviation programs for its proposed CST-100 commercial human spacecraft."
Sarkozy Reaffirms Commitment to Space Spending,"PARIS — French President Nicolas Sarkozy on Nov. 22 said he would maintain France’s space budget — including a $700 million public bond issue for rocket and satellite projects — despite pressures on public spending, arguing that Europe’s sovereign-debt crisis is no reason not to invest in the future."
Chinese Space Capsule Returns After Successful Docking Test,"NEW YORK — China’s Shenzhou-8 spacecraft, the first Chinese vehicle to conduct a space docking, returned to Earth Nov. 17 after a successful mission."
Supercommittee Failure Would Hit Military Space,"WASHINGTON — U.S. military space initiatives would lose up to $27 billion if a congressional supercommittee tasked with reducing federal spending fails,  triggering a $600 billion reduction to be applied evenly across Pentagon programs."
Soyuz Delivers New Crew to International Space Station,"WASHINGTON — The U.S. astronaut and two Russian cosmonauts who arrived at the international space station Nov. 16 aboard a Russian Soyuz rocket are expected to take part in the arrival early next year of the first nongovernment-owned spacecraft at the orbiting outpost, NASA said in a press release."
Lockheed Martin Reports Flat Revenue for Space,PARIS — Lockheed Martin on Oct. 27 reported flat sales but increased operating profit at its Space Systems division for the first nine months of 2011 despite lower earnings from its United Launch Alliance joint venture with Boeing.
NASA Lauds Progress of Commercial Space Companies Ahead of Hearing,"WASHINGTON — On the eve of a congressional hearing on its effort to nurture privately owned vehicles for ferrying astronauts to the international space station, NASA issued a report saying four companies receiving federal funding under the agency’s Commercial Crew Development (CCDev) 2 program are making “substantial progress toward achieving crewed spaceflight in the middle of the decade.”"
Stern Named Director of Florida Space Institute,The University of Central Florida has hired planetary scientist Alan Stern to serve as director of the Florida Space Institute.
DARPA Project Aims To Turn Space Junk into Satellites,The U.S. Department of Defense is looking for ways to reuse space junk thousands of kilometers above Earth.
"Orbital, SpaceX Face Further Delays in Space Station Resupply Programs",WASHINGTON — Critical test launches of rockets and capsules NASA is counting on to deliver supplies to the international space station in the coming years are falling further behind schedule for both technical and logistical reasons.
Long March Rocket Lofts First Chinese Space Lab,"China launched its first space lab, the unmanned Tiangong-1 module, Sept. 29 on a two-year mission to demonstrate autonomous docking and other technologies the nation needs to build its own space station."
NASA Packs Up Robot Helper for International Space Station Trip,"CAPE CANAVERAL, Fla. — NASA is packing up a 137-kilogram robot helper for a trip to the international space station later this year."
"Jody Singer, SLS Deputy Program Manager, NASA Marshall Space Flight Center","NASA’s heavy-lift Space Launch System (SLS) has extensive heritage in the space shuttle, which was retired over the summer, and in the Ares rocket hardware that was designed under the agency’s relatively short-lived Constellation lunar exploration program."
Budget Boost for FAA Commercial Space Office Hits Headwinds,"SAN FRANCISCO — Instead of providing the large funding increase the White House requested in its 2012 budget for the U.S. Federal Aviation Administration (FAA) Office of Commercial Space Transportation, appropriators in the House and Senate are recommending maintaining funding at current levels or even reducing it."
"Mark Valerio, Vice President and General Manager, Surveillance And Navigation Systems, Lockheed Martin Space Systems","With no new military satellite programs on the horizon, one of the primary goals for leaders of Lockheed Martin Space Systems is to find ways to trim costs. That effort goes far beyond Lockheed itself, which has undergone multiple rounds of layoffs, and extends to the subcontractors and suppliers who provide components for the U.S. Air Force’s Space Based Infrared System (SBIRS) missile warning satellites and GPS 3 navigation satellites."
Senate Panel Restores James Webb Space Telescope Funding,"WASHINGTON — A U.S. Senate panel has proposed giving NASA's James Webb Space Telescope (JWST) about $150 million more for 2012 than the White House requested for the overbudget project, which appropriators in the House of Representatives voted this summer to cancel."
Space Station Crew Hoping for Swift Russian Soyuz Fix,NEW YORK — Two NASA astronauts on the international space station are now facing longer-than-planned missions in the wake of a Russian Soyuz-U rocket failure that has temporarily grounded the vehicle.
"Jeffrey D. Grant, Vice President and General Manager, Space Systems Division, Northrop Grumman Aerospace Systems","These are challenging times for Northrop Grumman’s space business, which is almost entirely U.S. government dependent at a time of heavy downward pressure on federal spending."
Space Coast Senators Defend Work at Kennedy as SLS-derived,WASHINGTON — Regional fault lines have appeared in the U.S. Senate coalition of support for NASA’s Space Launch System (SLS) over the use of 2012 funds appropriated for development of the heavy-lift rocket for infrastructure upgrades at the agency’s Kennedy Space Center (KSC) in Florida.
Space Station Robot Arm Performs Solo Repair Job,A robot on the international space station has completed a job that until now has been possible only with spacesuit-clad astronauts conducting spacewalks.
"Zvi Kaplan, Director, Israel Space Agency","At the end of September, Zvi Kaplan concludes a seven-year stint as head of the Israel Space Agency (ISA), with an Israeli-French satellite in final development; a new hyperspectral project with Italy about to get under way; and freshly inked framework agreements with the European, U.S. and Russian space agencies. Not bad for a five-person agency budgeted at less than $1 million per year."
Altius Space Machines: Sticklers for Innovation,"SAN FRANCISCO — In 2010, when lead propulsion engineer Jonathan Goff left Masten Space Systems to form Altius Space Machines, he intended to design and develop reusable launch vehicles for small satellites. However, Goff and Altius co-founder Ian Garcia, who led Masten’s guidance navigation and control work, quickly realized that with little money to invest in the venture, developing new launch vehicles was out of the question."
Humanoid Robot Powers Up on Space Station,"The international space station has a new crew member, one made not of flesh and blood but of gears and clockwork."
"Profile: Gregory L. Schulte, U.S. Deputy Assistant Secretary of Defense for Space Policy","Ambassador Greg Schulte likes to point out he doesn’t come from a space background, having spent most of his career working on international military, nuclear weapons and proliferation issues. He draws heavily on his diplomatic credentials in seeking to promote and implement the U.S. National Security Space Strategy, which is based on the premise that space is becoming increasingly congested, contested and competitive."
China’s First Space Station Module Readies for Liftoff,"As China pushes ahead with plans to launch its first space station module later this summer, the country’s first astronaut is openly discussing the prospect of China’s future engagement with the international space station (ISS)."
J-2X Engine Test Fired at NASA Stennis Space Center,"Pratt & Whitney Rocketdyne of Canoga Park, Calif., test fired a J-2X engine at NASA’s Stennis Space Center in Missouri in mid-July."
Component Problems Still Hampering U.S. Space Programs,"WASHINGTON — Problems with electronic parts continue to plague U.S. Defense Department and NASA space programs due in part to acquisition reforms instituted in the late 1990s that reduced the government’s level of contract oversight, Congress’ investigative arm said July 22."
"Lockheed Space Sales Reflect Reduced Work on Shuttle, Orion",PARIS — Lockheed Martin reported July 26 lower revenue but higher operating profit in its Space Systems division for the three- and six-month periods ending June 30 compared with the previous year and trimmed its forecast for the division’s sales for the remainder of the year.
Space Shuttles’ Next Mission: Museum Displays,"HOUSTON — After more than 30 years, NASA’s space shuttles will no longer orbit the Earth, but their journey and purpose did not end with their last landings."
Italian Space Agency Signs Bandwidth Deals with Eutelsat,"PARIS — The Italian government will secure satellite bandwidth through an advance purchase of Ku-band capacity aboard a future Eutelsat telecommunications satellite and by entering into a service agreement with the Paris-based fleet operator for Ka-band broadband transmissions, the president of the Italian Space Agency (ASI) said July 7."
Final Space Shuttle Mission Scheduled for July 8,NASA’s final space shuttle launch in history is set to blast off from Florida July 8.
Rocket City Space Pioneers Eyeing Lunar Hopper Design,"The Rocket City Space Pioneers (RCSP), the Huntsville, Ala.-based team vying for the Google Lunar X Prize, is taking a close look at Draper Laboratory’s lunar hopper design as a possible backup capability for the team’s robotic rover mission."
OHB Purchases SSC’s Space Systems Division,"LE BOURGET, France — Fast-growing satellite and rocket hardware manufacturer OHB of Germany, which already has operations in Italy, Belgium and Luxembourg, has established a foothold in Sweden with the purchase of the Space Systems division of SSC, officials with the companies said."
Space Systems/Loral To Build Thor 7 Sat,PARIS — Satellite fleet operator Telenor Satellite Broadcasting of Norway announced June 20 it had contracted with Space Systems/Loral to build the Thor 7 Ku-/Ka-band satellite to focus on Central and Eastern Europe and high-speed maritime communications.
"Lockheed To Lay Off 1,200 Space Systems Employees","WASHINGTON — Lockheed Martin Space Systems by the end of the year plans to eliminate 1,200 jobs across the United States in order to “address affordability and improve its competitive posture,” the company announced June 14."
European Space Agency Picks Sener of Spain To Lead Proba-3 Project,Sener of Spain will be system prime contractor for the two-satellite Proba-3 formation-flying technology demonstrator under a contract with the European Space Agency (ESA) that funds the project through its critical design review but does not yet include hardware construction.
Space Shuttle Endeavour Returns to Earth After Final Mission,"CAPE CANAVERAL, Fla. — In the dark, early morning hours, NASA’s Space Shuttle Endeavour landed for the final time June 1, ending its last space mission and returning to Earth for good."
ESA Investing in Space Spinoffs through New Venture Fund,"PARIS — The 18-nation European Space Agency (ESA) is broadening its effort to encourage space technology spinoffs through investment in a venture capital fund, the multiplication of ESA-hosted business innovation centers and a more aggressive search for technologies that can be adapted by nonspace businesses."
"Profile: David J. Hughes, General Manager, Qioptiq Space Technology","Qioptiq Space Technology (QST) may not be a household name, even within the relatively small space industry. But for the last 40 years the British firm has made specialized glass needed for virtually every satellite built. Now it is the only remaining company in the world still making this material."
Lawmakers Question Plans for Space Station Resupply,SAN FRANCISCO — Members of a congressional panel questioned the wisdom of NASA’s plan to rely on two commercial companies to handle the critically important job of ferrying cargo to the international space station after the space shuttle concludes its final flight scheduled for July.
$2 Billion Device Installed on Space Station To Study Invisible Universe,"HOUSTON — An expensive, ambitious astrophysics experiment 17 years in the making was installed May 19 on the international space station."
Spacesuit Glitch Cuts Spacewalk Short at International Space Station,Houston — Two astronauts had to cut short the first spacewalk of Space Shuttle Endeavour’s final mission May 20 when a spacesuit sensor that detects carbon dioxide levels failed.
China Poised To Launch Space Station Module by Year’s End,"GOLDEN, Colo. — China’s state-run news outlets report that preparations of the country’s first space station module, called Tiangong-1, are in full swing for a launch in the second half of this year and will be followed by an unpiloted spacecraft."
"Profile: Brewster H. Shaw, Vice President and General Manager, Boeing Space Exploration",Boeing Space Exploration appears positioned for a piece of the action no matter which direction NASA’s human spaceflight program ultimately takes.
"Sessions, Schulte Spar Over Proposed Space Accord","WASHINGTON — The United States would not be prohibited from deploying any type of space system by adopting a code of conduct for space activities that has been proposed by the European Union (EU), the U.S. Defense Department’s top space policy official told lawmakers May 11."
European Version of Soyuz Completes Dry Run at Guiana Space Center,"PARIS — The European version of Russia’s Soyuz rocket has successfully completed a simulated launch campaign at Europe’s Guiana Space Center spaceport and its operations were formally transferred to the Arianespace commercial launch consortium May 7, the European Space Agency (ESA) and Arianespace announced."
"Profile: Alvaro Gimenez, Director of Science and Robotic Exploration, European Space Agency","Alvaro Gimenez was named director of science and robotic exploration at the 18-nation European Space Agency (ESA) in mid-March and was immediately presented with news that NASA, which is ESA’s principal partner in science missions, will be scaling back two previously planned cooperative efforts with ESA."
"Profile: Cary W. Ludtke, Vice President and General Manager of Civil and Operational Space Programs, Ball Aerospace & Technologies Corp.","Just one year ago, Ball Aerospace & Technologies Corp. was on top of the world. The company was on track for a record year in bookings, and its civil and commercial space division was poised to reap the benefits following the White House decision to dismantle a joint civil-military weather satellite program."
Lockheed Space Revenue Dips but Profit Rises,"PARIS — Lockheed Martin on April 27 reported a 4 percent drop in revenue, but a 4.8 percent increase in operating profit, in its Space Systems division and said its work on navigation and telecommunications satellites for the U.S. Defense Department are among the top moneymakers for the company in the next few years."
Ruppersberger Outlines Cure for U.S. Space Ills,"The ranking Democrat on the U.S. House Permanent Select Committee on Intelligence prescribed a number of fixes April 12 for longstanding issues in the U.S. space enterprise, including relaxing export controls, fostering competition in space launch and increasing reliance on domestically manufactured rocket engines."
"Profile: Elon Musk, Chief Executive and Chief Technology Officer of Space Exploration Technologies","Elon Musk is nothing if not audacious. The billionaire PayPal co-founder burst onto the space scene in 2002 with plans to build a small rocket at a fraction of the cost of comparable vehicles, a claim that grabbed the interest of prospective customers while ruffling the feathers of many in the industry’s establishment. The Falcon 1 rocket eventually did launch successfully — after three initial failures — but took longer and cost more than Musk anticipated."
First Family Slated To Attend April 29 Space Shuttle Launch,"NEW YORK — U.S. President Barack Obama and his family will attend NASA’s planned launch of the Space Shuttle Endeavor on April 29, according to the White House."
Chinese Government Official Urges U.S.-Chinese Space Cooperation,"COLORADO SPRINGS, Colo. — A top Chinese government space official on April 14 appealed to the U.S. government to lift its decade-long ban on most forms of U.S.-Chinese space cooperation, saying both nations would benefit from closer government and commercial space interaction."
